feature,outer_fold_count,mean_z_score,mean_abs_z_score,positive_fold_fraction,mean_ranking_score,best_rank,mean_rank,mean_document_frequency,mean_source_sign_agreement,mean_subsample_sign_agreement,mean_subsample_top_pool_frequency,direction_consistency,stable_relevance_score
mediastinal lymphadenopathy multiple,5,0.022473717725299203,0.5535114291237225,0.6,0.11270622742009659,9767,18343.4,60.8,0.6857142857142857,0.7733333333333333,0.0,0.6,0.06762373645205795
- z51.11 encounter,5,-0.3193856043265767,0.47313674581514087,0.4,0.11264795067872249,9470,19647.2,773.6,0.6857142857142857,0.74,0.0,0.6,0.06758877040723349
patient education consent,5,-0.30523289113822527,0.4129154586329046,0.2,0.08448086315707215,12813,20538.6,112.8,0.8571428571428571,0.7066666666666667,0.0,0.8,0.06758469052565773
proportion score tps,5,0.45668991831890204,0.5040164695873868,0.8,0.08447832145488805,12131,20552.0,90.4,0.5142857142857142,0.7066666666666667,0.0,0.8,0.06758265716391045
score tps,5,0.45668991831890204,0.5040164695873868,0.8,0.08447832145488805,12132,20551.8,90.4,0.5142857142857142,0.7066666666666667,0.0,0.8,0.06758265716391045
well-characterized oncogenic driver,5,0.06260771758011575,0.49965862990869486,0.6,0.11262086944753062,10111,18355.8,231.2,0.9142857142857143,0.8133333333333332,0.0,0.6,0.06757252166851838
adenocarcinoma of the,5,-0.39600014891898805,0.4326376851415915,0.2,0.08446090028895255,10893,21097.8,741.6,0.5714285714285714,0.7333333333333333,0.0,0.8,0.06756872023116205
applied.,5,-0.048865997350636625,0.4911047344740422,0.4,0.11259132218256976,11050,18801.6,131.2,0.8285714285714285,0.7933333333333333,0.0,0.6,0.06755479330954185
information item,5,0.17549157584495395,0.49528075680398925,0.6,0.11256555969899218,11676,18408.2,64.0,0.9428571428571428,0.7866666666666667,0.0,0.6,0.06753933581939531
quadrant discomfort,3,-0.5755430932877789,0.5755430932877789,0.0,0.11256291824758091,12631,18359.0,46.666666666666664,0.6190476190476191,0.7444444444444445,0.0,1.0,0.06753775094854855
mut mb .,5,0.3747256271839506,0.4007850165404716,0.8,0.08441829242061029,13959,20557.6,94.4,0.7714285714285715,0.7666666666666667,0.0,0.8,0.06753463393648823
study no,5,0.24333416653594778,0.45486009360028135,0.8,0.08441662119295831,10705,20866.2,64.0,0.45714285714285713,0.7333333333333333,0.0,0.8,0.06753329695436665
advised to,5,-0.04419643027863579,0.49365973285118364,0.6,0.11255282791959254,13312,18327.8,68.8,0.9714285714285715,0.76,0.0,0.6,0.06753169675175552
first-line platinum doublet,5,-0.08683827867123169,0.3813084467799679,0.2,0.08441036092613467,12855,20609.6,124.8,0.9142857142857143,0.74,0.0,0.8,0.06752828874090774
cycles of second-line,3,0.0077382772252339764,0.6833653661461456,0.6666666666666666,0.16877153291390826,7853,14331.333333333334,48.0,1.0,0.9,0.011111111111111112,0.6666666666666666,0.06750861316556331
completed 2,5,0.36633206084763414,0.3773579701281421,0.8,0.08437445745937054,11177,21266.6,104.8,0.9142857142857143,0.74,0.0,0.8,0.06749956596749644
nutritional,5,-0.5223041389992812,0.6344851645761524,0.4,0.11249083003205225,9113,18900.6,392.8,0.6285714285714286,0.7733333333333333,0.0,0.6,0.06749449801923135
150-400 cmp,5,0.07205998174809722,0.53939337759684,0.6,0.1124882706375296,10128,18595.4,78.4,0.6,0.8066666666666666,0.0,0.6,0.06749296238251776
urgent care,5,0.28825156741605606,0.5210157613319721,0.6,0.11248781469499866,9046,18819.8,187.2,0.6285714285714286,0.8333333333333333,0.0,0.6,0.0674926888169992
t3 n2 m1,5,0.36051443293607005,0.48475195741818133,0.6,0.11248482552380508,12761,18519.6,94.4,0.9714285714285713,0.7733333333333333,0.0,0.6,0.06749089531428304
his,5,0.17514881700021234,0.5082628763314141,0.4,0.11248371584064006,5658,19669.4,629.6,0.7428571428571428,0.7666666666666666,0.0,0.6,0.06749022950438403
surveillance -,5,-0.3094803698958712,0.48324422932551403,0.4,0.1124738396258155,9485,18802.2,151.2,0.9714285714285713,0.7733333333333333,0.0,0.6,0.0674843037754893
abundant eosinophilic,5,-0.1436943405229491,0.5013020119648274,0.4,0.11245347058064133,11945,18519.4,90.4,0.8857142857142858,0.78,0.0,0.6,0.0674720823483848
strategy,5,0.2151444197367896,0.5090874353777233,0.6,0.11244258294166128,10827,18096.6,101.6,0.8285714285714285,0.8266666666666668,0.0,0.6,0.06746554976499676
12.8 g,5,0.2446279921927636,0.5681345043953572,0.6,0.11243383196239239,8010,18803.8,396.8,0.5428571428571429,0.8266666666666665,0.0,0.6,0.06746029917743543
- four core,5,-0.27799898411604473,0.39990813472364656,0.2,0.08432176397788123,14179,20545.6,168.0,0.8285714285714285,0.74,0.0,0.8,0.06745741118230499
patient expressed understanding,5,-0.15894783083795122,0.4983918183942498,0.4,0.11242559273878627,8850,18812.8,85.6,0.8285714285714285,0.7533333333333333,0.0,0.6,0.06745535564327176
report prepared,5,0.018680661662169584,0.5143300226638796,0.6,0.11241984286451065,9293,18572.6,156.8,0.8,0.7333333333333333,0.0,0.6,0.06745190571870639
nausea 15 pain,5,0.21652285979071878,0.49179179559537933,0.4,0.11240758177749637,9331,18840.8,88.8,0.8571428571428571,0.7866666666666666,0.0,0.6,0.06744454906649781
tumor content estimated,5,0.24800891590663446,0.5231208646605447,0.4,0.11238362583628744,9751,19007.2,124.8,0.7142857142857142,0.74,0.0,0.6,0.06743017550177247
2. bone metastasis,2,0.7119666028997171,0.7119666028997171,1.0,0.16857384022452213,7303,15411.0,52.5,1.0,0.75,0.0,1.0,0.06742953608980885
right upper quadrant,5,0.02120964197941273,0.52698742400024,0.4,0.11238147892345322,11677,18476.0,104.0,0.7428571428571429,0.76,0.0,0.6,0.06742888735407193
she denies,5,-0.31056126448894283,0.6392730001311084,0.6,0.11236541607697763,5761,19524.4,133.6,0.6571428571428571,0.7666666666666667,0.006666666666666666,0.6,0.06741924964618658
follow-up imaging,5,0.0636078254108156,0.5122649666801411,0.6,0.11236410377534914,9812,18684.8,397.6,0.6571428571428571,0.7933333333333333,0.0,0.6,0.06741846226520948
he was admitted,5,-0.046064577261564724,0.505804124102444,0.4,0.11235466776623593,12432,18140.0,90.4,0.9714285714285713,0.7533333333333333,0.0,0.6,0.06741280065974155
actionable alterations,5,0.44621717648527637,0.49508596257146636,0.6,0.112353926454406,6261,20602.0,337.6,0.6,0.6799999999999999,0.0,0.6,0.0674123558726436
12.8 g dl,5,0.2434909706813869,0.5680319342254128,0.6,0.11235272068008417,8011,18808.4,396.8,0.5428571428571429,0.8266666666666665,0.0,0.6,0.0674116324080505
distress. -,5,-0.16212872739025316,0.5272717273033695,0.6,0.11234843085377792,7453,18826.8,520.0,0.6857142857142857,0.7333333333333333,0.0,0.6,0.06740905851226675
to 3.2,5,0.17649437002419743,0.49002337730889395,0.6,0.11233928241705726,7367,18694.6,100.8,0.9714285714285715,0.7866666666666666,0.0,0.6,0.06740356945023436
relative,5,-0.4337898860578216,0.5161487178144991,0.2,0.08425440597458592,14131,20451.4,423.2,0.45714285714285713,0.7866666666666667,0.0,0.8,0.06740352477966874
tests spirometry dlco,5,0.3378539271513883,0.33785392715138834,1.0,0.0674031197744753,14102,22258.4,132.8,0.6,0.7333333333333333,0.0,1.0,0.0674031197744753
progression occurs,5,0.10554028347254707,0.497171755450192,0.6,0.11232910219022388,8268,19640.4,83.2,0.6285714285714286,0.7133333333333334,0.0,0.6,0.06739746131413432
count,5,-0.21047070509672716,0.4938035081268491,0.4,0.11231841355696712,12905,18549.8,677.6,0.8,0.76,0.0,0.6,0.06739104813418027
overall disease stage,2,0.6880530749410714,0.6880530749410714,1.0,0.16841447994728856,6064,16843.0,59.0,0.9285714285714286,0.7,0.0,1.0,0.06736579197891543
5 iv,5,-0.3751991764872203,0.3825641659774949,0.2,0.08419450467476487,13301,20777.4,326.4,0.8,0.7066666666666667,0.0,0.8,0.0673556037398119
auc 5 iv,5,-0.3751991764872203,0.3825641659774949,0.2,0.08419450467476487,13302,20778.0,326.4,0.8,0.7066666666666667,0.0,0.8,0.0673556037398119
initiate prophylactic,5,0.17661637057045118,0.5249019404353267,0.6,0.11225932987959268,10040,18514.2,75.2,0.6857142857142857,0.8533333333333333,0.0,0.6,0.06735559792775561
numbness in,5,0.3646059407244138,0.493574165005713,0.6,0.11225872095007361,5821,19376.2,52.0,0.8,0.7866666666666667,0.0,0.6,0.06735523257004417
service report,5,-0.16125543833302985,0.4907361011108368,0.4,0.11225467378949061,13128,18463.6,268.0,0.8285714285714285,0.8400000000000001,0.0,0.6,0.06735280427369436
be reviewed,1,1.3470458073897615,1.3470458073897615,1.0,0.3367614518474404,5541,5541.0,58.0,1.0,1.0,0.0,1.0,0.06735229036948807
alk phos,5,0.1900559312298813,0.5144996632055151,0.6,0.11225352999018497,11918,17882.8,128.0,0.9428571428571428,0.82,0.0,0.6,0.06735211799411098
phos,5,0.1900559312298813,0.5144996632055151,0.6,0.11225352999018497,11919,17883.0,128.0,0.9428571428571428,0.82,0.0,0.6,0.06735211799411098
liver lesions,5,-0.10805833955767372,0.5064013816200739,0.4,0.11225185817632585,11136,18978.2,40.8,0.7428571428571429,0.7333333333333334,0.0,0.6,0.06735111490579551
recommendations correlate,4,0.1845538616193268,0.5527447418744954,0.75,0.1122503249082909,13681,17725.5,65.5,0.7857142857142857,0.875,0.0,0.75,0.06735019494497455
dimension unchanged,4,-0.3545971178443544,0.4777964688908841,0.25,0.11223764657843102,5278,20004.25,59.75,0.7857142857142857,0.7,0.008333333333333333,0.75,0.06734258794705861
15 pain,5,0.21902576753783806,0.4904988497610396,0.4,0.11223271826387642,9288,18868.4,89.6,0.8571428571428571,0.7866666666666666,0.0,0.6,0.06733963095832585
ck7 positive. -,5,0.3217940696457206,0.3217940696457206,1.0,0.06733686770619059,13343,22383.0,93.6,0.9428571428571428,0.7266666666666667,0.0,1.0,0.06733686770619059
. impression 1.,4,-0.4518078975885398,0.4978546498702706,0.25,0.11222441858445024,12920,18378.75,63.75,0.8571428571428572,0.825,0.0,0.75,0.06733465115067014
home on,5,-0.23921445601502306,0.4191604405711916,0.2,0.08414430403889209,17113,20315.6,68.8,0.6571428571428571,0.8,0.0,0.8,0.06731544323111367
abnormal fdg uptake,5,-0.34338512189885667,0.38430911484289654,0.2,0.08414285636011096,9963,21796.8,418.4,0.7142857142857142,0.6933333333333334,0.0,0.8,0.06731428508808877
g12c nsclc,5,0.41789659715956606,0.5189924804860951,0.6,0.11218727413806921,5587,19796.4,84.0,0.6285714285714286,0.7533333333333333,0.0,0.6,0.06731236448284153
upper lobes,1,-1.369055068162086,1.369055068162086,0.0,0.3365593709231795,5538,5538.0,57.0,1.0,0.9666666666666667,0.0,1.0,0.0673118741846359
not covered by,5,-0.3224921122228404,0.39254601307526793,0.2,0.08413327558388542,13802,20641.2,119.2,0.8,0.7466666666666667,0.0,0.8,0.06730662046710834
adc,5,-0.07876150858760697,0.5133341853996208,0.4,0.11217683364558413,14815,17777.0,123.2,0.9714285714285713,0.7933333333333333,0.0,0.6,0.06730610018735048
1%.,5,0.2461795399747264,0.3824222708052413,0.8,0.08412235215743914,8626,21521.8,121.6,0.7428571428571429,0.6466666666666667,0.0,0.8,0.06729788172595132
lkb1 loss,5,-0.37782250988561866,0.3846143572130928,0.2,0.08412069411082117,7189,21711.4,64.0,0.8857142857142858,0.6066666666666667,0.0,0.8,0.06729655528865694
not assessed,5,0.27081272469867496,0.42364807499917945,0.8,0.08411434057859635,13839,20934.0,66.4,0.5428571428571428,0.7266666666666667,0.0,0.8,0.06729147246287707
tumor susceptible,1,1.3455628686325705,1.3455628686325705,1.0,0.3363907171581426,5543,5543.0,60.0,1.0,1.0,0.0,1.0,0.06727814343162852
tumor susceptible to,1,1.3455628686325705,1.3455628686325705,1.0,0.3363907171581426,5542,5542.0,60.0,1.0,1.0,0.0,1.0,0.06727814343162852
iodinated contrast iodine,5,0.31397212734363633,0.31397212734363633,1.0,0.06726927047877884,12504,22553.4,250.4,0.6857142857142857,0.6666666666666667,0.0,1.0,0.06726927047877884
oncology institution,5,0.2455878438916031,0.5480628779295587,0.6,0.11210671284862976,8982,18841.2,565.6,0.6571428571428571,0.7733333333333333,0.0,0.6,0.06726402770917786
for use,5,0.3598711022174359,0.3598711022174359,1.0,0.06726200591422905,13558,22598.2,156.0,0.42857142857142855,0.7133333333333334,0.0,1.0,0.06726200591422905
vertebral metastasis 30,5,0.2725945974089312,0.5040272996238784,0.6,0.11209798749461827,12517,18094.0,34.4,0.9428571428571428,0.7866666666666667,0.0,0.6,0.06725879249677096
up-to-date influenza and,5,-0.33638038600295395,0.4415286030365603,0.2,0.08407211652303687,15323,20391.2,224.0,0.8285714285714285,0.7533333333333333,0.0,0.8,0.06725769321842949
lungs no,5,-0.24183361329076497,0.39828875374240685,0.2,0.08406404159169142,17930,19936.2,108.0,1.0,0.7133333333333333,0.0,0.8,0.06725123327335314
patient for,5,0.25020352991962647,0.5025091207604898,0.4,0.11208394118449558,8409,19569.6,116.8,0.48571428571428565,0.7333333333333333,0.006666666666666666,0.6,0.06725036471069734
or adagrasib if,2,0.7776529380431525,0.7776529380431525,1.0,0.16806529740004922,12731,13934.0,60.5,1.0,0.9166666666666667,0.0,1.0,0.06722611896001969
specifically,2,-0.6939251595575843,0.6939251595575843,0.0,0.16806479665036148,8035,14946.0,67.0,0.9285714285714286,0.9166666666666667,0.0,1.0,0.06722591866014459
stk11 cdkn2a,5,0.03309300180086901,0.4881347802372754,0.4,0.112018451077149,9009,19024.8,57.6,0.8285714285714285,0.72,0.0,0.6,0.0672110706462894
baseline bone,3,0.5426737713635751,0.5426737713635751,1.0,0.11199667572471826,13787,17983.333333333332,63.666666666666664,0.9523809523809524,0.7666666666666666,0.0,1.0,0.06719800543483095
calling snv,5,0.35369258080741073,0.5010016146921361,0.6,0.11199611602750174,6467,19283.0,70.4,0.9142857142857143,0.72,0.0,0.6,0.06719766961650105
calling snv indel,5,0.35369258080741073,0.5010016146921361,0.6,0.11199611602750174,6468,19283.2,70.4,0.9142857142857143,0.72,0.0,0.6,0.06719766961650105
variant calling snv,5,0.35369258080741073,0.5010016146921361,0.6,0.11199611602750174,6466,19283.4,70.4,0.9142857142857143,0.72,0.0,0.6,0.06719766961650105
resolved,5,0.09841934589408304,0.5188893872129885,0.6,0.11199406140285151,13616,17781.0,704.8,0.9714285714285713,0.7933333333333333,0.0,0.6,0.06719643684171091
pathology confirmed,5,0.284160090650595,0.48736176157664357,0.6,0.11199236335491733,8623,18732.6,204.0,0.9142857142857143,0.78,0.0,0.6,0.0671954180129504
options. history,5,-0.25499516120739074,0.49008799986862017,0.4,0.11199034309455227,6604,19248.6,108.0,0.8285714285714285,0.7066666666666667,0.0,0.6,0.06719420585673136
options. history of,5,-0.25499516120739074,0.49008799986862017,0.4,0.11199034309455227,6603,19248.0,108.0,0.8285714285714285,0.7066666666666667,0.0,0.6,0.06719420585673136
the hepatic,5,0.4583746211109774,0.4837216740681843,0.6,0.11198668828990332,8389,19539.6,106.4,0.6857142857142857,0.76,0.0,0.6,0.06719201297394199
hypermetabolic focus,5,-0.05536431510769442,0.5185935612682464,0.4,0.1119784776424034,13415,17872.0,102.4,0.8571428571428571,0.8,0.0,0.6,0.06718708658544204
station 7 lymph,5,-0.35311070448844906,0.49608281042209834,0.4,0.11197469051842786,9592,18678.0,224.8,0.8285714285714285,0.7666666666666667,0.0,0.6,0.06718481431105672
systemic therapy -,5,-0.2261556382086471,0.5061966922504771,0.4,0.11196833546842418,14606,18255.4,422.4,0.8857142857142858,0.8266666666666668,0.0,0.6,0.0671810012810545
disease who,5,0.2855877222757982,0.3700879776821872,0.8,0.08396636914025894,12724,20683.4,64.8,0.9428571428571428,0.78,0.0,0.8,0.06717309531220715
wheezing cardiovascular,5,-0.1168901868474169,0.501585083196791,0.4,0.11195504074392348,10077,18986.4,224.0,0.8285714285714285,0.7533333333333333,0.0,0.6,0.06717302444635409
t2an3m1c adenocarcinoma of,5,0.11418881846986198,0.5323952391533651,0.6,0.11195350902065573,8227,18877.0,80.8,0.7142857142857142,0.7466666666666667,0.0,0.6,0.06717210541239343
services for symptom,5,-0.43384210779085014,0.5037936007476853,0.2,0.08396424909266384,14378,20394.4,75.2,0.5142857142857142,0.8266666666666668,0.0,0.8,0.06717139927413107
specimen -,5,-0.36305417722761474,0.4993570175945564,0.4,0.11192994430091523,6663,19483.0,152.8,0.8,0.7666666666666666,0.0,0.6,0.06715796658054914
low comprehensive,5,-0.35912825036245366,0.3629095068092224,0.2,0.0839455032842851,12284,21720.6,466.4,0.6,0.6799999999999999,0.0,0.8,0.06715640262742809
low comprehensive metabolic,5,-0.35912825036245366,0.3629095068092224,0.2,0.0839455032842851,12283,21720.0,466.4,0.6,0.6799999999999999,0.0,0.8,0.06715640262742809
linked to,5,0.14140066440822682,0.4906215938540794,0.6,0.11190406095229992,5971,20019.8,472.0,0.6,0.74,0.0,0.6,0.06714243657137994
- malignancy stage,5,0.3348793362888781,0.3348793362888781,1.0,0.06714010745478037,14828,22186.8,260.0,0.8,0.7133333333333333,0.0,1.0,0.06714010745478037
right adrenal abnormality.,5,0.004658070190351504,0.5139912256214739,0.4,0.11189642873538816,11277,18385.8,56.8,0.9428571428571428,0.7333333333333334,0.0,0.6,0.06713785724123289
8.0,5,0.4276793886470787,0.5219046254759062,0.6,0.11188825244993468,6886,19486.8,110.4,0.5714285714285714,0.7933333333333333,0.0,0.6,0.0671329514699608
cdkn2a deletion pd-l1,5,0.40201855913267226,0.48246996517739155,0.6,0.11188651415391668,7527,19512.4,96.0,0.6571428571428571,0.7466666666666667,0.0,0.6,0.06713190849235
initiation of,5,-0.3351435218266472,0.390213822680192,0.2,0.08391355209167654,15821,20329.0,374.4,0.9714285714285713,0.6933333333333334,0.0,0.8,0.06713084167334124
testing for,5,0.25193033400542325,0.5504538790426511,0.6,0.11187664429999451,6426,19000.4,99.2,0.6571428571428571,0.7666666666666666,0.0,0.6,0.0671259865799967
kras other,5,-0.3028312295488944,0.5133524795820763,0.4,0.11186426705431951,10121,18962.8,221.6,0.6857142857142857,0.7533333333333333,0.0,0.6,0.0671185602325917
works as,5,-0.2913563363608002,0.41791036550109045,0.2,0.08388571283538905,7887,21542.4,127.2,0.45714285714285713,0.72,0.006666666666666666,0.8,0.06710857026831124
--- --- bp,5,-0.2955669910918897,0.38696762147831737,0.2,0.08388197020747065,12707,21555.8,221.6,0.8571428571428571,0.6799999999999999,0.0,0.8,0.06710557616597652
prophylaxis,5,0.0046629149068330485,0.48778442784660897,0.6,0.1118090583119113,14101,17792.8,666.4,1.0,0.8466666666666667,0.0,0.6,0.06708543498714678
with treatment,5,-0.3043198373392489,0.5141918906465811,0.4,0.11180070153319015,4986,19547.4,126.4,0.7714285714285714,0.74,0.0,0.6,0.06708042091991409
9.2,5,-0.31638906739841055,0.40189859296703945,0.2,0.08384276262351333,11808,20596.4,185.6,0.7714285714285715,0.7533333333333333,0.0,0.8,0.06707421009881066
vitals bp 128,5,0.13743741308386498,0.4735880700277792,0.8,0.0838398822421465,11767,21192.6,381.6,0.34285714285714286,0.7133333333333334,0.0,0.8,0.0670719057937172
attenuation correction,5,-0.38436733556361435,0.4997334572180797,0.4,0.11178299794845245,8009,18842.4,713.6,0.9714285714285713,0.78,0.0,0.6,0.06706979876907147
the most,5,-0.18698507271041467,0.4861465885715185,0.4,0.11177992899681455,11845,18659.8,220.0,0.9428571428571428,0.7333333333333334,0.0,0.6,0.06706795739808873
- follow-up after,5,0.4846944425695465,0.4909309584057014,0.8,0.08383455217210672,8164,21494.4,159.2,0.42857142857142855,0.6666666666666667,0.0,0.8,0.06706764173768538
confirmatory testing,5,0.37764891509658166,0.48983632787895226,0.6,0.11177716118042214,6699,20001.4,76.0,0.8,0.7333333333333333,0.0,0.6,0.06706629670825327
128 78 mmhg,5,0.676202686765914,0.6846406812199662,0.8,0.08381817073171134,12739,20835.8,580.8,0.2,0.86,0.0,0.8,0.06705453658536907
extremities.,5,0.3077276573114932,0.4949789122643472,0.4,0.11174290866961305,6187,20036.0,224.8,0.48571428571428565,0.72,0.006666666666666666,0.6,0.06704574520176783
placed in 10,4,-0.4454702987253286,0.48998899548421637,0.25,0.11173965425616135,11018,19027.0,69.25,0.7857142857142857,0.7666666666666666,0.008333333333333333,0.75,0.06704379255369682
pd-l1 immunohistochemistry showed,5,-0.45484395557577634,0.49320643587022817,0.4,0.11173070978151305,11626,19353.8,120.0,0.5428571428571429,0.8333333333333334,0.0,0.6,0.06703842586890782
sounds over the,5,0.35127020867092584,0.35127020867092584,1.0,0.06703284519170613,11170,22527.4,75.2,0.5714285714285714,0.6533333333333333,0.0,1.0,0.06703284519170613
